Gene	Pathway1	Pathway2	BCCount	Type	meanWTfraction	SumTrial	SumCounts	meanLFC	meanPScore	meanManHdist	meanEuclDist	sdType	RankUp	RankPval
Snapc2	unassigned	""	4	Deletion (1-14bp)	0.627514656	63166	16455	0.025509509	12.1810935	12.34049557	12.18236845	0.049090684	3736	187
Prl5a1	unassigned	""	3	Deletion (1-14bp)	0.479044392	27117	6191	-0.124001431	12.17058519	12.35482918	12.17306625	0.049090684	17401	188
Ttc4	unassigned	""	4	Deletion (1-14bp)	0.622362289	36303	9907	0.109237079	12.15589702	12.28167736	12.15742569	0.049090684	376	189
Cd36	unassigned	""	4	Deletion (1-14bp)	0.49929355	34953	7413	-0.225810746	12.13258652	12.35839727	12.13519473	0.049090684	17540	190
Map3k10	unassigned	""	5	Deletion (1-14bp)	0.486898656	134933	32432	-0.071914228	12.12940314	12.25072822	12.13005	0.049090684	16348	191
Fdxr	unassigned	""	5	Deletion (1-14bp)	0.605316827	64213	16073	-0.032510864	12.08659599	12.24237522	12.08785938	0.049090684	12658	192
Prkaa1	unassigned	""	4	Deletion (1-14bp)	0.553404066	35836	8073	-0.118684226	12.06986061	12.2679539	12.0720157	0.049090684	17359	193
Majin	unassigned	""	4	Deletion (1-14bp)	0.513066026	56061	13486	-0.023248133	12.06834585	12.21897267	12.06960927	0.049090684	11248	194
Fra10ac1	unassigned	""	3	Deletion (1-14bp)	0.472308567	46564	9985	-0.20574448	12.06590279	12.27164727	12.06787279	0.049090684	17537	195
Ddx55	unassigned	""	4	Deletion (1-14bp)	0.786418648	17577	5335	0.276755033	12.0419221	12.31867714	12.04622192	0.049090684	7	196
Apobec3	unassigned	""	5	Deletion (1-14bp)	0.49608254	76814	18011	-0.058494763	12.03857522	12.14477995	12.03940224	0.049090684	15498	197
Ubr5	unassigned	""	5	Deletion (1-14bp)	0.626103389	61638	16987	0.15501373	12.03766103	12.19267476	12.03885707	0.049090684	111	198
Cd74	unassigned	""	5	Deletion (1-14bp)	0.511351418	60119	15124	0.027677722	12.03405972	12.17654911	12.03529307	0.049090684	3525	199
Strada	unassigned	""	4	Deletion (1-14bp)	0.57401925	38461	10599	0.138804566	12.02748488	12.22030253	12.02929158	0.049090684	168	200
Sec61b	unassigned	""	4	Deletion (1-14bp)	0.602780326	50265	13446	0.095681377	12.02619219	12.17075123	12.02751001	0.049090684	523	201
Macroh2a2	unassigned	""	5	Deletion (1-14bp)	0.505484849	103948	23971	-0.093192298	12.02575647	12.12582139	12.02626208	0.049090684	17046	202
Manf	unassigned	""	5	Deletion (1-14bp)	0.539641905	54625	14049	0.053016796	12.01337419	12.16070733	12.01460423	0.049090684	1695	203
Hnrnpl	unassigned	""	3	Deletion (1-14bp)	0.693848244	25166	6787	0.089559696	12.0131083	12.20839642	12.01577854	0.049090684	608	204
Pgm1	unassigned	""	5	Deletion (1-14bp)	0.515466837	192884	47683	-0.002212696	11.98275769	12.06370777	11.98310046	0.049090684	7644	205
Iqcf5	unassigned	""	4	Deletion (1-14bp)	0.474027956	45228	11354	-0.029038038	11.980899	12.12578785	11.98235312	0.049090684	12157	206
Tmem135	unassigned	""	5	Deletion (1-14bp)	0.478069462	86587	19682	-0.125572408	11.95996714	12.08553954	11.96074437	0.049090684	17408	207
Ifi208	unassigned	""	5	Deletion (1-14bp)	0.526337609	73011	17649	-0.014139961	11.95174493	12.07748715	11.95253187	0.049090684	9686	208
Ptprb	unassigned	""	5	Deletion (1-14bp)	0.507723844	76537	18165	-0.055320604	11.94374861	12.08501976	11.94475411	0.049090684	15249	209
Slc22a26	unassigned	""	4	Deletion (1-14bp)	0.511932128	60114	13552	-0.142290283	11.93749078	12.09921658	11.93887786	0.049090684	17474	210
Smarcd1	unassigned	""	4	Deletion (1-14bp)	0.499380545	95501	22133	-0.098878113	11.89940485	12.02372982	11.90022809	0.049090684	17140	211
Lcorl	unassigned	""	4	Deletion (1-14bp)	0.493171724	55860	14741	0.080026725	11.89500134	12.05700645	11.89631895	0.049090684	820	212
Cdadc1	unassigned	""	5	Deletion (1-14bp)	0.482493163	45623	10192	-0.162090161	11.87735062	12.08403457	11.87929645	0.049090684	17507	213
Syt10	unassigned	""	4	Deletion (1-14bp)	0.4895553	82541	18943	-0.106576554	11.8645325	11.99997836	11.86545392	0.049090684	17237	214
1700092M07Rik	unassigned	""	5	Deletion (1-14bp)	0.557054017	84389	21633	0.027486059	11.83503095	11.96304756	11.83593364	0.049090684	3541	215
Hnf1a	unassigned	""	5	Deletion (1-14bp)	0.517676505	131141	30875	-0.079579078	11.8332678	11.95426236	11.83392036	0.049090684	16665	216
Lag3	unassigned	""	5	Deletion (1-14bp)	0.52172051	130211	30551	-0.067402733	11.81917808	11.92581389	11.81979765	0.049090684	16127	217
Stard3	unassigned	""	5	Deletion (1-14bp)	0.550838726	73002	19533	0.118594671	11.80626882	11.94980498	11.80729046	0.049090684	289	218
Zfp358	unassigned	""	4	Deletion (1-14bp)	0.50977179	79543	17966	-0.13799872	11.80546865	11.94346737	11.80646917	0.049090684	17459	219
Rfx5	unassigned	""	4	Deletion (1-14bp)	0.519347355	73519	18613	0.006179451	11.80108309	11.90503546	11.80181026	0.049090684	6326	220
Cdr2	unassigned	""	5	Deletion (1-14bp)	0.500874879	64544	16345	0.028270942	11.79979359	11.95329283	11.8009785	0.049090684	3458	221
Ints8	unassigned	""	4	Deletion (1-14bp)	0.577688903	59607	16209	0.140842668	11.78179241	11.93303325	11.78300891	0.049090684	158	222
Pttg1	unassigned	""	4	Deletion (1-14bp)	0.514748909	80353	20895	0.0690994	11.76791739	11.87501651	11.76867487	0.049090684	1071	223
Syce1	unassigned	""	5	Deletion (1-14bp)	0.5166437	49713	12722	0.052981342	11.76762309	11.92515087	11.7690816	0.049090684	1696	224
Helq	HR	FA/ICL	5	Deletion (1-14bp)	0.493441113	69579	19098	0.140861183	11.75865552	11.8995167	11.75968447	0.049090684	157	225
Pkm	unassigned	""	4	Deletion (1-14bp)	0.596866765	42191	10798	0.024557616	11.74387493	11.94292057	11.74580457	0.049090684	3855	226
Cxcl13	unassigned	""	4	Deletion (1-14bp)	0.498090774	64671	15058	-0.090930753	11.74054728	11.85185462	11.7413555	0.049090684	16999	227
Akr1c14	unassigned	""	4	Deletion (1-14bp)	0.508640876	43269	9915	-0.092777898	11.73680065	11.89055339	11.73825481	0.049090684	17039	228
Zfp758	unassigned	""	5	Deletion (1-14bp)	0.479036352	42408	11799	0.159724679	11.72838178	11.89485963	11.72994196	0.049090684	98	229
Slc5a7	unassigned	""	5	Deletion (1-14bp)	0.49213562	77565	18707	-0.021340567	11.72365762	11.85020448	11.72455933	0.049090684	10942	230
Pop5	unassigned	""	4	Deletion (1-14bp)	0.72859337	23192	6675	0.167581413	11.7191523	11.89110934	11.72147636	0.049090684	83	231
Tpst1	unassigned	""	4	Deletion (1-14bp)	0.520306116	74599	19406	0.068177678	11.71513683	11.84435678	11.71611315	0.049090684	1099	232
Gpc6	unassigned	""	5	Deletion (1-14bp)	0.506680961	94019	22505	-0.033316966	11.71060096	11.80240771	11.71124544	0.049090684	12774	233
Fchsd2	unassigned	""	5	Deletion (1-14bp)	0.508182998	99408	23180	-0.084040814	11.67658341	11.79586151	11.67732119	0.049090684	16808	234
Arl8b	unassigned	""	5	Deletion (1-14bp)	0.535746414	58857	14963	0.03598993	11.67520956	11.78329077	11.67600023	0.049090684	2798	235
Sipa1l1	unassigned	""	5	Deletion (1-14bp)	0.467716671	79743	19880	-0.031277106	11.65579336	11.78695676	11.65677096	0.049090684	12484	236
Tas2r106	unassigned	""	3	Deletion (1-14bp)	0.496799311	45613	10789	-0.063824411	11.62117153	11.7585679	11.62245163	0.049090684	15917	237
Mrpl43	unassigned	""	5	Deletion (1-14bp)	0.57725404	87541	22859	0.056112381	11.60590549	11.71894664	11.60670029	0.049090684	1544	238
Rhag	unassigned	""	4	Deletion (1-14bp)	0.525183673	74815	19115	0.02302509	11.60449342	11.71469039	11.60528504	0.049090684	4021	239
Rtp4	unassigned	""	4	Deletion (1-14bp)	0.481282242	125996	28812	-0.12470976	11.60104212	11.72575188	11.60174667	0.049090684	17405	240
Immp1l	unassigned	""	4	Deletion (1-14bp)	0.497135993	54096	13402	-0.023885042	11.5820309	11.74462127	11.5834277	0.049090684	11367	241
Ing5	unassigned	""	3	Deletion (1-14bp)	0.532474615	108737	26566	-0.043106643	11.57663574	11.7070787	11.57741338	0.049090684	14009	242
Ptrhd1	unassigned	""	4	Deletion (1-14bp)	0.503217647	58705	13345	-0.131648789	11.57071411	11.73579551	11.57213125	0.049090684	17441	243
Dok6	unassigned	""	4	Deletion (1-14bp)	0.524619764	112109	27181	-0.052971036	11.54519704	11.65911402	11.54591347	0.049090684	15029	244
Msh3	unassigned	""	5	Deletion (1-14bp)	0.510949062	93369	23111	0.001250156	11.54441325	11.66575184	11.54520804	0.049090684	7076	245
Zpr1	unassigned	""	5	Deletion (1-14bp)	0.686083769	22655	6605	0.224419226	11.52502663	11.7684188	11.52810536	0.049090684	16	246
Ccdc137	unassigned	""	4	Deletion (1-14bp)	0.70733635	15475	4642	0.223872524	11.51254711	11.76826009	11.51700019	0.049090684	17	247
Albfm1	unassigned	""	5	Deletion (1-14bp)	0.471568094	85449	19960	-0.121210518	11.50956286	11.65333565	11.51056285	0.049090684	17376	248
Ccdc7b	unassigned	""	5	Deletion (1-14bp)	0.560307426	57272	14196	0.00035969	11.4866617	11.63287884	11.48795434	0.049090684	7211	249
Crygs	unassigned	""	5	Deletion (1-14bp)	0.527142686	63727	15296	-0.046135051	11.47359572	11.62167229	11.47473025	0.049090684	14359	250
Psmg1	unassigned	""	4	Deletion (1-14bp)	0.608980534	45347	12432	0.134139681	11.47075292	11.63300527	11.47224442	0.049090684	196	251
Ube2f	unassigned	""	5	Deletion (1-14bp)	0.44178458	100409	23932	-0.049550921	11.44938874	11.55676867	11.45012738	0.049090684	14692	252
Vmn1r225	unassigned	""	4	Deletion (1-14bp)	0.493487084	48597	11876	-0.016222809	11.4437473	11.59988629	11.44521239	0.049090684	10084	253
Mb21d2	unassigned	""	5	Deletion (1-14bp)	0.500903693	108472	26265	-0.034511438	11.42724167	11.54126709	11.42792751	0.049090684	12954	254
Tmem64	unassigned	""	5	Deletion (1-14bp)	0.508798677	96517	23282	-0.032908931	11.42686581	11.55126021	11.42766398	0.049090684	12721	255
Rfwd3	FA/ICL	""	4	Deletion (1-14bp)	0.681983449	22712	6577	0.191396382	11.4153213	11.60671768	11.41800565	0.049090684	41	256
Adal	unassigned	""	5	Deletion (1-14bp)	0.496823165	63595	15432	-0.015779263	11.40962876	11.55152155	11.41075133	0.049090684	10001	257
Ift52	unassigned	""	5	Deletion (1-14bp)	0.493280788	69564	17035	-0.00511706	11.40250548	11.52621943	11.40352489	0.049090684	8145	258
Zswim7	unassigned	""	4	Deletion (1-14bp)	0.582263322	49147	12045	-0.063036439	11.38829695	11.55807055	11.3898032	0.049090684	15852	259
Ptger3	unassigned	""	5	Deletion (1-14bp)	0.499986425	99921	24262	-0.039908297	11.38749202	11.49482061	11.38815628	0.049090684	13639	260
Vmn2r4	unassigned	""	3	Deletion (1-14bp)	0.498922774	22774	5616	-0.033476742	11.38186901	11.61576296	11.38466313	0.049090684	12801	261
6430571L13Rik	unassigned	""	5	Deletion (1-14bp)	0.553653392	107078	27291	0.034569558	11.37610899	11.498482	11.3768413	0.049090684	2915	262
Cul4b	unassigned	""	5	Deletion (1-14bp)	0.497172579	74763	18337	-0.031107971	11.37192135	11.50133942	11.37293339	0.049090684	12464	263
AI413582	unassigned	""	4	Deletion (1-14bp)	0.55839252	57402	15290	0.070430651	11.36992702	11.51406315	11.37126558	0.049090684	1034	264
Tex14	unassigned	""	5	Deletion (1-14bp)	0.527786495	68607	16764	-0.002751275	11.33483978	11.47593521	11.33592287	0.049090684	7734	265
Car10	unassigned	""	5	Deletion (1-14bp)	0.545962232	74440	17852	-0.052613444	11.3283385	11.46334249	11.329289	0.049090684	14997	266
Lancl3	unassigned	""	5	Deletion (1-14bp)	0.491703347	142659	33581	-0.075108116	11.32736792	11.40247604	11.32782897	0.049090684	16499	267
Lrp2bp	unassigned	""	4	Deletion (1-14bp)	0.546513053	46220	12401	0.117470245	11.32282914	11.47680411	11.32434874	0.049090684	297	268
1110004F10Rik	unassigned	""	3	Deletion (1-14bp)	0.511371424	45247	11043	-0.03146862	11.30957934	11.49082837	11.31129863	0.049090684	12519	269
Bzw2	unassigned	""	5	Deletion (1-14bp)	0.501646523	76102	18080	-0.050350952	11.30833398	11.43130632	11.30927461	0.049090684	14768	270
Fbxo10	unassigned	""	5	Deletion (1-14bp)	0.502222331	83308	19789	-0.068216902	11.3054242	11.4557232	11.30646395	0.049090684	16167	271
Fkbp14	unassigned	""	5	Deletion (1-14bp)	0.553266668	55659	14762	0.118399663	11.30408361	11.45026582	11.3052883	0.049090684	291	272
4930447C04Rik	unassigned	""	3	Deletion (1-14bp)	0.482395971	22653	4985	-0.16854647	11.30096883	11.55771217	11.30449194	0.049090684	17516	273
Homez	unassigned	""	5	Deletion (1-14bp)	0.497663	61642	14236	-0.123538751	11.29896752	11.44092808	11.30002917	0.049090684	17395	274
Pip4k2a	unassigned	""	4	Deletion (1-14bp)	0.498750067	82719	19045	-0.08988791	11.29321879	11.38310671	11.29395614	0.049090684	16967	275
Rbmx	unassigned	""	5	Deletion (1-14bp)	0.501214098	58473	14946	0.009078176	11.28592996	11.44853063	11.28729911	0.049090684	5864	276
Dnaja2	unassigned	""	4	Deletion (1-14bp)	0.577518123	33554	8451	0.018960669	11.2836218	11.47638772	11.28576388	0.049090684	4516	277
Cnmd	unassigned	""	5	Deletion (1-14bp)	0.533623529	46264	11041	-0.049085147	11.27781086	11.44762449	11.27942803	0.049090684	14646	278
Dhodh	unassigned	""	5	Deletion (1-14bp)	0.485131678	101293	25614	0.008567246	11.27412545	11.39455737	11.27487956	0.049090684	5958	279
Cntnap5c	unassigned	""	5	Deletion (1-14bp)	0.506182923	56385	14686	0.067801815	11.26673475	11.43393631	11.26812274	0.049090684	1111	280
Lect2	unassigned	""	4	Deletion (1-14bp)	0.472824728	90162	21034	-0.089384409	11.26569576	11.38110971	11.2664236	0.049090684	16959	281
Gpr146	unassigned	""	4	Deletion (1-14bp)	0.496610921	81828	21279	0.085660476	11.2611398	11.39783111	11.26207573	0.049090684	692	282
Erfe	unassigned	""	5	Deletion (1-14bp)	0.521923991	83548	18908	-0.129670138	11.25475814	11.38442827	11.25567246	0.049090684	17431	283
Ercc4	NER	""	5	Deletion (1-14bp)	0.602322571	58046	15537	0.085467692	11.24805904	11.38927056	11.24921387	0.049090684	695	284
Scmh1	unassigned	""	5	Deletion (1-14bp)	0.511112696	71532	18143	0.016566554	11.24357923	11.36661011	11.24455419	0.049090684	4832	285
Cybb	unassigned	""	4	Deletion (1-14bp)	0.467352341	59606	14003	-0.055938007	11.24146311	11.37076717	11.24257811	0.049090684	15285	286
Otc	unassigned	""	5	Deletion (1-14bp)	0.474426424	65651	15618	-0.055060082	11.23689521	11.36789711	11.23789168	0.049090684	15220	287
Skint3	unassigned	""	5	Deletion (1-14bp)	0.433834299	88736	22118	0.01898052	11.23616159	11.35175214	11.23694317	0.049090684	4510	288
Alg13	unassigned	""	5	Deletion (1-14bp)	0.540017084	40918	11399	0.157334335	11.22796373	11.38529807	11.22958415	0.049090684	104	289
Tmem100	unassigned	""	4	Deletion (1-14bp)	0.574786377	84003	20957	-0.025006983	11.22659956	11.37359172	11.22761583	0.049090684	11519	290
Ifi202b	unassigned	""	3	Deletion (1-14bp)	0.520196839	37329	9613	0.056228573	11.21202812	11.38782914	11.21384479	0.049090684	1537	291
Pcgf3	unassigned	""	5	Deletion (1-14bp)	0.492195413	82147	20935	0.008999954	11.20279162	11.34509127	11.20379677	0.049090684	5877	292
Srek1ip1	unassigned	""	4	Deletion (1-14bp)	0.476942144	54069	13164	-0.015811186	11.20221054	11.35421222	11.20349725	0.049090684	10008	293
Pym1	unassigned	""	5	Deletion (1-14bp)	0.587715536	54382	14704	0.104913208	11.1817611	11.29926504	11.18293881	0.049090684	419	294
Htatip2	unassigned	""	3	Deletion (1-14bp)	0.529923993	52293	13464	0.021779789	11.17756284	11.3054626	11.17864161	0.049090684	4172	295
Zic3	unassigned	""	5	Deletion (1-14bp)	0.511382874	118741	31665	0.101418802	11.16142793	11.26284673	11.16194891	0.049090684	445	296
Cpeb3	unassigned	""	5	Deletion (1-14bp)	0.521017793	105754	25354	-0.035141603	11.14375023	11.23777781	11.14434487	0.049090684	13047	297
Tfcp2l1	unassigned	""	5	Deletion (1-14bp)	0.529794084	102621	26850	0.070882149	11.12326036	11.21298303	11.12389746	0.049090684	1020	298
Vmn1r188	unassigned	""	5	Deletion (1-14bp)	0.431119521	63394	14100	-0.145478032	11.12126923	11.26674726	11.12277315	0.049090684	17481	299
Vps26a	unassigned	""	4	Deletion (1-14bp)	0.51135323	57214	13710	-0.039767693	11.11865298	11.27429512	11.12000913	0.049090684	13625	300
Asf1a	unassigned	""	4	Deletion (1-14bp)	0.459933424	84089	20308	-0.030821827	11.11691235	11.23057164	11.11766251	0.049090684	12401	301
Atxn10	unassigned	""	5	Deletion (1-14bp)	0.588276508	48038	12836	0.092672188	11.10687697	11.24224358	11.10822246	0.049090684	567	302
Rgl1	unassigned	""	5	Deletion (1-14bp)	0.505133568	94641	22277	-0.073539034	11.09584385	11.19284476	11.09648842	0.049090684	16429	303
Dbi	unassigned	""	7	Deletion (1-14bp)	0.531930927	133881	33400	0.000425056	11.07499573	11.15573514	11.07541706	0.049090684	7203	304
Gale	unassigned	""	5	Deletion (1-14bp)	0.486516453	82924	18969	-0.124690919	11.07454855	11.19923947	11.07542808	0.049090684	17404	305
Mroh8	unassigned	""	5	Deletion (1-14bp)	0.540625302	85587	22395	0.047890146	11.05968074	11.17784647	11.06055123	0.049090684	1969	306
Lypd11	unassigned	""	4	Deletion (1-14bp)	0.540696206	41821	10362	-0.055982454	11.04907183	11.25309053	11.05117218	0.049090684	15291	307
Rprd2	unassigned	""	5	Deletion (1-14bp)	0.501911083	76674	17138	-0.152420064	11.04585795	11.19827801	11.04700651	0.049090684	17497	308
Ralyl	unassigned	""	5	Deletion (1-14bp)	0.516987485	47625	10489	-0.181847043	11.04043603	11.22228308	11.04218342	0.049090684	17528	309
Serping1	unassigned	""	5	Deletion (1-14bp)	0.511095185	77873	19254	-0.018515719	11.04027726	11.15997344	11.04112883	0.049090684	10465	310
Zfp105	unassigned	""	4	Deletion (1-14bp)	0.485673351	46386	10681	-0.11463813	11.03580181	11.22307158	11.03761098	0.049090684	17330	311
Wee1	unassigned	""	5	Deletion (1-14bp)	0.691682184	37388	10534	0.173344222	11.03039907	11.2037433	11.03215631	0.049090684	71	312
Lactb	unassigned	""	4	Deletion (1-14bp)	0.493962041	76958	18852	-0.034110384	11.02496454	11.14404358	11.02573727	0.049090684	12889	313
Cert1	unassigned	""	4	Deletion (1-14bp)	0.51442176	45712	12401	0.121494446	11.01578997	11.17964954	11.01721617	0.049090684	273	314
Dync1li1	unassigned	""	5	Deletion (1-14bp)	0.527249804	67045	17919	0.115969984	11.01212243	11.12925753	11.01302193	0.049090684	308	315
Larp4b	unassigned	""	5	Deletion (1-14bp)	0.508002466	73627	17385	-0.064785875	10.99981269	11.13523736	11.00088878	0.049090684	15980	316
Herc6	unassigned	""	4	Deletion (1-14bp)	0.474161059	61643	15366	-0.022488865	10.97138123	11.10061448	10.97251729	0.049090684	11137	317
Rhbdd2	unassigned	""	5	Deletion (1-14bp)	0.490172093	129105	31996	-0.007560599	10.97089863	11.08868469	10.97154489	0.049090684	8554	318
Cyp2b10	unassigned	""	5	Deletion (1-14bp)	0.565262423	60525	15001	-0.046205286	10.96941288	11.13365904	10.97079157	0.049090684	14366	319
Noxo1	unassigned	""	5	Deletion (1-14bp)	0.528451419	86735	22034	0.039809375	10.96422875	11.07749954	10.96501776	0.049090684	2488	320
Sema6c	unassigned	""	5	Deletion (1-14bp)	0.524595986	58201	13429	-0.089119562	10.96058211	11.09302193	10.9616373	0.049090684	16950	321
Mgat4d	unassigned	""	4	Deletion (1-14bp)	0.519051271	44223	10772	-0.004978414	10.94927152	11.09481045	10.95064233	0.049090684	8115	322
Defb26	unassigned	""	3	Deletion (1-14bp)	0.507389319	33893	7749	-0.109633794	10.93654143	11.13935109	10.93887889	0.049090684	17277	323
Haus6	unassigned	""	4	Deletion (1-14bp)	0.604447468	30116	8216	0.125439715	10.93121712	11.11894983	10.93330999	0.049090684	242	324
Spop	unassigned	""	5	Deletion (1-14bp)	0.442601179	82114	19883	-0.030429812	10.92182221	11.05324484	10.92269154	0.049090684	12345	325
Fcer1a	unassigned	""	4	Deletion (1-14bp)	0.51573094	92304	23202	0.023843389	10.91495429	11.03887533	10.91572173	0.049090684	3924	326
Maz	unassigned	""	5	Deletion (1-14bp)	0.530510467	108674	27778	0.030462585	10.90818713	11.02702802	10.90890553	0.049090684	3248	327
Slc29a1	unassigned	""	5	Deletion (1-14bp)	0.506132352	100614	23587	-0.071198599	10.90664029	11.0088375	10.90729241	0.049090684	16312	328
Prdx4	unassigned	""	5	Deletion (1-14bp)	0.488412693	80228	18717	-0.092447312	10.90192027	11.04957777	10.9029655	0.049090684	17027	329
Rheb	unassigned	""	4	Deletion (1-14bp)	0.482649276	56596	12793	-0.140520393	10.89718926	11.06875659	10.89877357	0.049090684	17467	330
Phf6	unassigned	""	5	Deletion (1-14bp)	0.488563865	73161	17593	-0.03272216	10.89351094	11.03259225	10.8945528	0.049090684	12691	331
Ugt3a1	unassigned	""	3	Deletion (1-14bp)	0.493125555	33185	7543	-0.151870765	10.89267903	11.12206934	10.89540397	0.049090684	17494	332
Ckb	unassigned	""	5	Deletion (1-14bp)	0.564114698	73817	18932	0.051195074	10.88657964	10.99203929	10.88739793	0.049090684	1788	333
Prrc2c	unassigned	""	5	Deletion (1-14bp)	0.554480327	48755	13373	0.132242396	10.8734591	11.01836446	10.87484168	0.049090684	205	334
Mab21l4	unassigned	""	5	Deletion (1-14bp)	0.499722832	107395	26763	-0.006529169	10.86545266	10.98765162	10.86622575	0.049090684	8370	335
Pros1	unassigned	""	4	Deletion (1-14bp)	0.502089524	94825	24197	0.013784777	10.85742206	10.95694607	10.85810926	0.049090684	5196	336
Adarb2	unassigned	""	5	Deletion (1-14bp)	0.485022622	97285	22380	-0.109233475	10.8471306	10.95639552	10.84783013	0.049090684	17268	337
